ID,Construction_ID,Parameter_ID,Code_ID,Value
udih1248-suffix-pta--kta--syncretismpattern,udih1248-suffix-pta--kta-,syncretismpattern,oppositional-passantc,PASS/ANTC
udih1248-suffix-pta--kta--voicefunctions,udih1248-suffix-pta--kta-,voicefunctions,number_opp_functions-2,2
udih1248-suffix-pta--kta--diachronicsourcetype,udih1248-suffix-pta--kta-,diachronicsourcetype,source-unknown,unknown
urar1246-prefixne--synthesis,urar1246-prefixne-,synthesis,n-synth,synthetic
urar1246-prefixne--strategy,urar1246-prefixne-,strategy,type2-prefix,prefix
urar1246-prefixne--passive,urar1246-prefixne-,passive,passive-no,no
urar1246-prefixne--anticausative,urar1246-prefixne-,anticausative,anticausative-mid,middle marker
urar1246-prefixne--reflexive,urar1246-prefixne-,reflexive,reflexive-compt,construction in competition
urar1246-prefixne--reciprocal,urar1246-prefixne-,reciprocal,reciprocal-compl,construction in complementary distribution
urar1246-prefixne--antipassive,urar1246-prefixne-,antipassive,antipassive-no,no
urar1246-prefixne--self-benefactive,urar1246-prefixne-,self-benefactive,selfbenefactive-no,no
urar1246-prefixne--impersonal,urar1246-prefixne-,impersonal,impersonal-no,no
urar1246-prefixne--facilitative,urar1246-prefixne-,facilitative,facilitative-no,no
urar1246-prefixne--syncretismpattern,urar1246-prefixne-,syncretismpattern,oppositional-antcrefl,ANTC/REFL
urar1246-prefixne--voicefunctions,urar1246-prefixne-,voicefunctions,number_opp_functions-2,2
urar1246-prefixne--diachronicsourcetype,urar1246-prefixne-,diachronicsourcetype,source-refl,reflexive
nucl1328-objpro-ngn--synthesis,nucl1328-objpro-ngn-,synthesis,n-synth,synthetic
nucl1328-objpro-ngn--strategy,nucl1328-objpro-ngn-,strategy,type2-objectpronoun,object pronoun
nucl1328-objpro-ngn--passive,nucl1328-objpro-ngn-,passive,passive-no,no
nucl1328-objpro-ngn--anticausative,nucl1328-objpro-ngn-,anticausative,anticausative-no,no
nucl1328-objpro-ngn--reflexive,nucl1328-objpro-ngn-,reflexive,reflexive-mid,middle marker
nucl1328-objpro-ngn--reciprocal,nucl1328-objpro-ngn-,reciprocal,reciprocal-mid,middle marker
nucl1328-objpro-ngn--antipassive,nucl1328-objpro-ngn-,antipassive,antipassive-no,no
nucl1328-objpro-ngn--self-benefactive,nucl1328-objpro-ngn-,self-benefactive,selfbenefactive-no,no
nucl1328-objpro-ngn--impersonal,nucl1328-objpro-ngn-,impersonal,impersonal-no,no
nucl1328-objpro-ngn--facilitative,nucl1328-objpro-ngn-,facilitative,facilitative-no,no
nucl1328-objpro-ngn--syncretismpattern,nucl1328-objpro-ngn-,syncretismpattern,oppositional-reflrecp,REFL/RECP
nucl1328-objpro-ngn--voicefunctions,nucl1328-objpro-ngn-,voicefunctions,number_opp_functions-2,2
nucl1328-objpro-ngn--diachronicsourcetype,nucl1328-objpro-ngn-,diachronicsourcetype,source-norefl,non-reflexive voice marker
nucl1328-objpro-ngn--nonreflexivesourcetype,nucl1328-objpro-ngn-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
wara1294-middletemplate-synthesis,wara1294-middletemplate,synthesis,n-synth,synthetic
wara1294-middletemplate-strategy,wara1294-middletemplate,strategy,type2-verbtemplate,verb template
wara1294-middletemplate-passive,wara1294-middletemplate,passive,passive-mid,middle marker
wara1294-middletemplate-anticausative,wara1294-middletemplate,anticausative,anticausative-no,no
wara1294-middletemplate-reflexive,wara1294-middletemplate,reflexive,reflexive-mid,middle marker
wara1294-middletemplate-reciprocal,wara1294-middletemplate,reciprocal,reciprocal-mid,middle marker
wara1294-middletemplate-antipassive,wara1294-middletemplate,antipassive,antipassive-mid,middle marker
wara1294-middletemplate-self-benefactive,wara1294-middletemplate,self-benefactive,selfbenefactive-no,no
wara1294-middletemplate-impersonal,wara1294-middletemplate,impersonal,impersonal-mid,middle marker
wara1294-middletemplate-facilitative,wara1294-middletemplate,facilitative,facilitative-no,no
wara1294-middletemplate-syncretismpattern,wara1294-middletemplate,syncretismpattern,oppositional-passreflrecpantp,PASS/REFL/RECP/ANTP
wara1294-middletemplate-voicefunctions,wara1294-middletemplate,voicefunctions,number_opp_functions-4,4
wara1294-middletemplate-diachronicsourcetype,wara1294-middletemplate,diachronicsourcetype,source-unknown,unknown
ward1246-suffix-yi--synthesis,ward1246-suffix-yi-,synthesis,n-synth,synthetic
ward1246-suffix-yi--strategy,ward1246-suffix-yi-,strategy,type2-suffix,suffix
ward1246-suffix-yi--passive,ward1246-suffix-yi-,passive,passive-no,no
ward1246-suffix-yi--anticausative,ward1246-suffix-yi-,anticausative,anticausative-mid,middle marker
ward1246-suffix-yi--reflexive,ward1246-suffix-yi-,reflexive,reflexive-mid,middle marker
ward1246-suffix-yi--reciprocal,ward1246-suffix-yi-,reciprocal,reciprocal-mid,middle marker
ward1246-suffix-yi--antipassive,ward1246-suffix-yi-,antipassive,antipassive-compl,construction in complementary distribution
ward1246-suffix-yi--self-benefactive,ward1246-suffix-yi-,self-benefactive,selfbenefactive-no,no
ward1246-suffix-yi--impersonal,ward1246-suffix-yi-,impersonal,impersonal-no,no
ward1246-suffix-yi--facilitative,ward1246-suffix-yi-,facilitative,facilitative-no,no
ward1246-suffix-yi--syncretismpattern,ward1246-suffix-yi-,syncretismpattern,oppositional-antcreflrecp,ANTC/REFL/RECP
ward1246-suffix-yi--voicefunctions,ward1246-suffix-yi-,voicefunctions,number_opp_functions-3,3
ward1246-suffix-yi--diachronicsourcetype,ward1246-suffix-yi-,diachronicsourcetype,source-unknown,unknown
ware1253-subjobjprefixes-synthesis,ware1253-subjobjprefixes,synthesis,n-synth,synthetic
ware1253-subjobjprefixes-strategy,ware1253-subjobjprefixes,strategy,type2-subjobjindex,subject/object indexes
ware1253-subjobjprefixes-passive,ware1253-subjobjprefixes,passive,passive-no,no
ware1253-subjobjprefixes-anticausative,ware1253-subjobjprefixes,anticausative,anticausative-no,no
ware1253-subjobjprefixes-reflexive,ware1253-subjobjprefixes,reflexive,reflexive-compt,construction in competition
ware1253-subjobjprefixes-reciprocal,ware1253-subjobjprefixes,reciprocal,reciprocal-compt,construction in competition
ware1253-subjobjprefixes-antipassive,ware1253-subjobjprefixes,antipassive,antipassive-no,no
ware1253-subjobjprefixes-self-benefactive,ware1253-subjobjprefixes,self-benefactive,selfbenefactive-no,no
ware1253-subjobjprefixes-impersonal,ware1253-subjobjprefixes,impersonal,impersonal-no,no
ware1253-subjobjprefixes-facilitative,ware1253-subjobjprefixes,facilitative,facilitative-no,no
ware1253-subjobjprefixes-syncretismpattern,ware1253-subjobjprefixes,syncretismpattern,oppositional-reflrecp,REFL/RECP
ware1253-subjobjprefixes-voicefunctions,ware1253-subjobjprefixes,voicefunctions,number_opp_functions-2,2
ware1253-subjobjprefixes-diachronicsourcetype,ware1253-subjobjprefixes,diachronicsourcetype,source-refl,reflexive
waru1264-suffix-gali--synthesis,waru1264-suffix-gali-,synthesis,n-synth,synthetic
waru1264-suffix-gali--strategy,waru1264-suffix-gali-,strategy,type2-suffix,suffix
waru1264-suffix-gali--passive,waru1264-suffix-gali-,passive,passive-no,no
waru1264-suffix-gali--anticausative,waru1264-suffix-gali-,anticausative,anticausative-mid,middle marker
waru1264-suffix-gali--reflexive,waru1264-suffix-gali-,reflexive,reflexive-mid,middle marker
waru1264-suffix-gali--reciprocal,waru1264-suffix-gali-,reciprocal,reciprocal-no,no
waru1264-suffix-gali--antipassive,waru1264-suffix-gali-,antipassive,antipassive-mid,middle marker
waru1264-suffix-gali--self-benefactive,waru1264-suffix-gali-,self-benefactive,selfbenefactive-no,no
waru1264-suffix-gali--impersonal,waru1264-suffix-gali-,impersonal,impersonal-no,no
waru1264-suffix-gali--facilitative,waru1264-suffix-gali-,facilitative,facilitative-no,no
waru1264-suffix-gali--syncretismpattern,waru1264-suffix-gali-,syncretismpattern,oppositional-antcreflantp,ANTC/REFL/ANTP
waru1264-suffix-gali--voicefunctions,waru1264-suffix-gali-,voicefunctions,number_opp_functions-3,3
waru1264-suffix-gali--diachronicsourcetype,waru1264-suffix-gali-,diachronicsourcetype,source-norefl,non-reflexive voice marker
waru1264-suffix-gali--nonreflexivesourcetype,waru1264-suffix-gali-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
waru1264-suffix-li--synthesis,waru1264-suffix-li-,synthesis,n-synth,synthetic
waru1264-suffix-li--strategy,waru1264-suffix-li-,strategy,type2-suffix,suffix
waru1264-suffix-li--passive,waru1264-suffix-li-,passive,passive-no,no
waru1264-suffix-li--anticausative,waru1264-suffix-li-,anticausative,anticausative-mid,middle marker
waru1264-suffix-li--reflexive,waru1264-suffix-li-,reflexive,reflexive-mid,middle marker
waru1264-suffix-li--reciprocal,waru1264-suffix-li-,reciprocal,reciprocal-no,no
waru1264-suffix-li--antipassive,waru1264-suffix-li-,antipassive,antipassive-mid,middle marker
waru1264-suffix-li--self-benefactive,waru1264-suffix-li-,self-benefactive,selfbenefactive-no,no
waru1264-suffix-li--impersonal,waru1264-suffix-li-,impersonal,impersonal-no,no
waru1264-suffix-li--facilitative,waru1264-suffix-li-,facilitative,facilitative-no,no
waru1264-suffix-li--syncretismpattern,waru1264-suffix-li-,syncretismpattern,oppositional-antcreflantp,ANTC/REFL/ANTP
waru1264-suffix-li--voicefunctions,waru1264-suffix-li-,voicefunctions,number_opp_functions-3,3
waru1264-suffix-li--diachronicsourcetype,waru1264-suffix-li-,diachronicsourcetype,source-norefl,non-reflexive voice marker
waru1264-suffix-li--nonreflexivesourcetype,waru1264-suffix-li-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
worr1237-suffix-ye--synthesis,worr1237-suffix-ye-,synthesis,n-synth,synthetic
worr1237-suffix-ye--strategy,worr1237-suffix-ye-,strategy,type2-suffix,suffix
worr1237-suffix-ye--passive,worr1237-suffix-ye-,passive,passive-mid,middle marker
worr1237-suffix-ye--anticausative,worr1237-suffix-ye-,anticausative,anticausative-mid,middle marker
worr1237-suffix-ye--reflexive,worr1237-suffix-ye-,reflexive,reflexive-mid,middle marker
worr1237-suffix-ye--reciprocal,worr1237-suffix-ye-,reciprocal,reciprocal-mid,middle marker
worr1237-suffix-ye--antipassive,worr1237-suffix-ye-,antipassive,antipassive-mid,middle marker
worr1237-suffix-ye--self-benefactive,worr1237-suffix-ye-,self-benefactive,selfbenefactive-mid,middle marker
worr1237-suffix-ye--impersonal,worr1237-suffix-ye-,impersonal,impersonal-no,no
worr1237-suffix-ye--facilitative,worr1237-suffix-ye-,facilitative,facilitative-no,no
worr1237-suffix-ye--otheroppositionalfunctions,worr1237-suffix-ye-,otheroppositionalfunctions,other_opp_class-other,other
worr1237-suffix-ye--syncretismpattern,worr1237-suffix-ye-,syncretismpattern,oppositional-passantcreflselfrecpantp,PASS/ANTC/REFL/SELF/RECP/ANTP
worr1237-suffix-ye--voicefunctions,worr1237-suffix-ye-,voicefunctions,number_opp_functions-6,6
worr1237-suffix-ye--diachronicsourcetype,worr1237-suffix-ye-,diachronicsourcetype,source-norefl,non-reflexive voice marker
worr1237-suffix-ye--nonreflexivesourcetype,worr1237-suffix-ye-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
yakk1236-suffix-ca--synthesis,yakk1236-suffix-ca-,synthesis,n-synth,synthetic
yakk1236-suffix-ca--strategy,yakk1236-suffix-ca-,strategy,type2-suffix,suffix
yakk1236-suffix-ca--passive,yakk1236-suffix-ca-,passive,passive-no,no
yakk1236-suffix-ca--anticausative,yakk1236-suffix-ca-,anticausative,anticausative-no,no
yakk1236-suffix-ca--reflexive,yakk1236-suffix-ca-,reflexive,reflexive-mid,middle marker
yakk1236-suffix-ca--reciprocal,yakk1236-suffix-ca-,reciprocal,reciprocal-compl,construction in complementary distribution
yakk1236-suffix-ca--antipassive,yakk1236-suffix-ca-,antipassive,antipassive-no,no
yakk1236-suffix-ca--self-benefactive,yakk1236-suffix-ca-,self-benefactive,selfbenefactive-mid,middle marker
yakk1236-suffix-ca--impersonal,yakk1236-suffix-ca-,impersonal,impersonal-no,no
yakk1236-suffix-ca--facilitative,yakk1236-suffix-ca-,facilitative,facilitative-no,no
yakk1236-suffix-ca--otheroppositionalfunctions,yakk1236-suffix-ca-,otheroppositionalfunctions,other_opp_class-other,other
yakk1236-suffix-ca--syncretismpattern,yakk1236-suffix-ca-,syncretismpattern,oppositional-reflrecp,REFL/RECP
yakk1236-suffix-ca--voicefunctions,yakk1236-suffix-ca-,voicefunctions,number_opp_functions-2,2
yakk1236-suffix-ca--diachronicsourcetype,yakk1236-suffix-ca-,diachronicsourcetype,source-norefl,non-reflexive voice marker
yakk1236-suffix-ca--nonreflexivesourcetype,yakk1236-suffix-ca-,nonreflexivesourcetype,source_2-lex,lexical source
yapu1240-prefixd--synthesis,yapu1240-prefixd-,synthesis,n-synth,synthetic
yapu1240-prefixd--strategy,yapu1240-prefixd-,strategy,type2-prefix,prefix
yapu1240-prefixd--passive,yapu1240-prefixd-,passive,passive-no,no
yapu1240-prefixd--anticausative,yapu1240-prefixd-,anticausative,anticausative-mid,middle marker
yapu1240-prefixd--reflexive,yapu1240-prefixd-,reflexive,reflexive-mid,middle marker
yapu1240-prefixd--reciprocal,yapu1240-prefixd-,reciprocal,reciprocal-mid,middle marker
yapu1240-prefixd--antipassive,yapu1240-prefixd-,antipassive,antipassive-no,no
yapu1240-prefixd--self-benefactive,yapu1240-prefixd-,self-benefactive,selfbenefactive-no,no
yapu1240-prefixd--impersonal,yapu1240-prefixd-,impersonal,impersonal-no,no
yapu1240-prefixd--facilitative,yapu1240-prefixd-,facilitative,facilitative-no,no
yapu1240-prefixd--syncretismpattern,yapu1240-prefixd-,syncretismpattern,oppositional-antcreflrecp,ANTC/REFL/RECP
yapu1240-prefixd--voicefunctions,yapu1240-prefixd-,voicefunctions,number_opp_functions-3,3
yapu1240-prefixd--diachronicsourcetype,yapu1240-prefixd-,diachronicsourcetype,source-unknown,unknown
maru1253-prefixna--synthesis,maru1253-prefixna-,synthesis,n-synth,synthetic
maru1253-prefixna--strategy,maru1253-prefixna-,strategy,type2-prefix,prefix
maru1253-prefixna--passive,maru1253-prefixna-,passive,passive-no,no
maru1253-prefixna--anticausative,maru1253-prefixna-,anticausative,anticausative-mid,middle marker
maru1253-prefixna--reflexive,maru1253-prefixna-,reflexive,reflexive-compl,construction in complementary distribution
maru1253-prefixna--reciprocal,maru1253-prefixna-,reciprocal,reciprocal-compl,construction in complementary distribution
maru1253-prefixna--antipassive,maru1253-prefixna-,antipassive,antipassive-mid,middle marker
maru1253-prefixna--self-benefactive,maru1253-prefixna-,self-benefactive,selfbenefactive-no,no
maru1253-prefixna--impersonal,maru1253-prefixna-,impersonal,impersonal-no,no
maru1253-prefixna--facilitative,maru1253-prefixna-,facilitative,facilitative-no,no
maru1253-prefixna--syncretismpattern,maru1253-prefixna-,syncretismpattern,oppositional-antcantp,ANTC/ANTP
maru1253-prefixna--voicefunctions,maru1253-prefixna-,voicefunctions,number_opp_functions-2,2
maru1253-prefixna--diachronicsourcetype,maru1253-prefixna-,diachronicsourcetype,source-unknown,unknown
yeyi1239-suffix-uk--synthesis,yeyi1239-suffix-uk-,synthesis,n-synth,synthetic
yeyi1239-suffix-uk--strategy,yeyi1239-suffix-uk-,strategy,type2-suffix,suffix
yeyi1239-suffix-uk--passive,yeyi1239-suffix-uk-,passive,passive-mid,middle marker
yeyi1239-suffix-uk--anticausative,yeyi1239-suffix-uk-,anticausative,anticausative-mid,middle marker
yeyi1239-suffix-uk--reflexive,yeyi1239-suffix-uk-,reflexive,reflexive-no,no
yeyi1239-suffix-uk--reciprocal,yeyi1239-suffix-uk-,reciprocal,reciprocal-no,no
yeyi1239-suffix-uk--antipassive,yeyi1239-suffix-uk-,antipassive,antipassive-no,no
yeyi1239-suffix-uk--self-benefactive,yeyi1239-suffix-uk-,self-benefactive,selfbenefactive-no,no
yeyi1239-suffix-uk--impersonal,yeyi1239-suffix-uk-,impersonal,impersonal-no,no
yeyi1239-suffix-uk--facilitative,yeyi1239-suffix-uk-,facilitative,facilitative-no,no
yeyi1239-suffix-uk--otheroppositionalfunctions,yeyi1239-suffix-uk-,otheroppositionalfunctions,other_opp_class-other,other
yeyi1239-suffix-uk--syncretismpattern,yeyi1239-suffix-uk-,syncretismpattern,oppositional-passantc,PASS/ANTC
yeyi1239-suffix-uk--voicefunctions,yeyi1239-suffix-uk-,voicefunctions,number_opp_functions-2,2
yeyi1239-suffix-uk--diachronicsourcetype,yeyi1239-suffix-uk-,diachronicsourcetype,source-norefl,non-reflexive voice marker
yeyi1239-suffix-uk--nonreflexivesourcetype,yeyi1239-suffix-uk-,nonreflexivesourcetype,source_2-voice,voice
yeyi1239-suffix-aak--synthesis,yeyi1239-suffix-aak-,synthesis,n-synth,synthetic
yeyi1239-suffix-aak--strategy,yeyi1239-suffix-aak-,strategy,type2-suffix,suffix
yeyi1239-suffix-aak--passive,yeyi1239-suffix-aak-,passive,passive-mid,middle marker
yeyi1239-suffix-aak--anticausative,yeyi1239-suffix-aak-,anticausative,anticausative-mid,middle marker
yeyi1239-suffix-aak--reflexive,yeyi1239-suffix-aak-,reflexive,reflexive-no,no
yeyi1239-suffix-aak--reciprocal,yeyi1239-suffix-aak-,reciprocal,reciprocal-no,no
yeyi1239-suffix-aak--antipassive,yeyi1239-suffix-aak-,antipassive,antipassive-no,no
yeyi1239-suffix-aak--self-benefactive,yeyi1239-suffix-aak-,self-benefactive,selfbenefactive-no,no
yeyi1239-suffix-aak--impersonal,yeyi1239-suffix-aak-,impersonal,impersonal-no,no
yeyi1239-suffix-aak--facilitative,yeyi1239-suffix-aak-,facilitative,facilitative-no,no
yeyi1239-suffix-aak--syncretismpattern,yeyi1239-suffix-aak-,syncretismpattern,oppositional-passantc,PASS/ANTC
yeyi1239-suffix-aak--voicefunctions,yeyi1239-suffix-aak-,voicefunctions,number_opp_functions-2,2
yeyi1239-suffix-aak--diachronicsourcetype,yeyi1239-suffix-aak-,diachronicsourcetype,source-norefl,non-reflexive voice marker
yeyi1239-suffix-aak--nonreflexivesourcetype,yeyi1239-suffix-aak-,nonreflexivesourcetype,source_2-voice,voice
yuca1254-cvvcpattern-synthesis,yuca1254-cvvcpattern,synthesis,n-synth,synthetic
yuca1254-cvvcpattern-strategy,yuca1254-cvvcpattern,strategy,type2-vowellenghteninghightone,vowel lenghtening/high tone
yuca1254-cvvcpattern-passive,yuca1254-cvvcpattern,passive,passive-compl,construction in complementary distribution
yuca1254-cvvcpattern-anticausative,yuca1254-cvvcpattern,anticausative,anticausative-compt,construction in competition
yuca1254-cvvcpattern-reflexive,yuca1254-cvvcpattern,reflexive,reflexive-compl,construction in complementary distribution
yuca1254-cvvcpattern-reciprocal,yuca1254-cvvcpattern,reciprocal,reciprocal-no,no
yuca1254-cvvcpattern-antipassive,yuca1254-cvvcpattern,antipassive,antipassive-compl,construction in complementary distribution
yuca1254-cvvcpattern-self-benefactive,yuca1254-cvvcpattern,self-benefactive,selfbenefactive-no,no
